Using GPU 3
x: torch.Size([128, 68]), edge_index: torch.Size([2, 127]) edge_attr:  torch.Size([127, 1]) y:  tensor(4200.0269)
x: torch.Size([288, 68]), edge_index: torch.Size([2, 134]) edge_attr:  torch.Size([134, 1]) y:  tensor(34373.7266)
x: torch.Size([168, 68]), edge_index: torch.Size([2, 112]) edge_attr:  torch.Size([112, 1]) y:  tensor(4.6820)
x: torch.Size([108, 68]), edge_index: torch.Size([2, 137]) edge_attr:  torch.Size([137, 1]) y:  tensor(21248.5312)
x: torch.Size([148, 68]), edge_index: torch.Size([2, 130]) edge_attr:  torch.Size([130, 1]) y:  tensor(22085.9336)
x: torch.Size([108, 68]), edge_index: torch.Size([2, 103]) edge_attr:  torch.Size([103, 1]) y:  tensor(5725.4106)
x: torch.Size([108, 68]), edge_index: torch.Size([2, 143]) edge_attr:  torch.Size([143, 1]) y:  tensor(14480.7754)
x: torch.Size([168, 68]), edge_index: torch.Size([2, 91]) edge_attr:  torch.Size([91, 1]) y:  tensor(157.6522)
x: torch.Size([108, 68]), edge_index: torch.Size([2, 135]) edge_attr:  torch.Size([135, 1]) y:  tensor(49058.0273)
x: torch.Size([168, 68]), edge_index: torch.Size([2, 124]) edge_attr:  torch.Size([124, 1]) y:  tensor(6744.6294)
x: torch.Size([128, 68]), edge_index: torch.Size([2, 112]) edge_attr:  torch.Size([112, 1]) y:  tensor(418.7831)
x: torch.Size([168, 68]), edge_index: torch.Size([2, 119]) edge_attr:  torch.Size([119, 1]) y:  tensor(46199.1406)
x: torch.Size([168, 68]), edge_index: torch.Size([2, 88]) edge_attr:  torch.Size([88, 1]) y:  tensor(49058.0273)
x: torch.Size([288, 68]), edge_index: torch.Size([2, 111]) edge_attr:  torch.Size([111, 1]) y:  tensor(23111.4160)
x: torch.Size([108, 68]), edge_index: torch.Size([2, 131]) edge_attr:  torch.Size([131, 1]) y:  tensor(49058.0273)
x: torch.Size([108, 68]), edge_index: torch.Size([2, 110]) edge_attr:  torch.Size([110, 1]) y:  tensor(87.5295)
x: torch.Size([108, 68]), edge_index: torch.Size([2, 111]) edge_attr:  torch.Size([111, 1]) y:  tensor(49058.0273)
x: torch.Size([128, 68]), edge_index: torch.Size([2, 133]) edge_attr:  torch.Size([133, 1]) y:  tensor(2929.1194)
x: torch.Size([148, 68]), edge_index: torch.Size([2, 111]) edge_attr:  torch.Size([111, 1]) y:  tensor(17379.9844)
x: torch.Size([148, 68]), edge_index: torch.Size([2, 145]) edge_attr:  torch.Size([145, 1]) y:  tensor(49058.0273)
x: torch.Size([108, 68]), edge_index: torch.Size([2, 136]) edge_attr:  torch.Size([136, 1]) y:  tensor(8483.5303)
x: torch.Size([168, 68]), edge_index: torch.Size([2, 111]) edge_attr:  torch.Size([111, 1]) y:  tensor(642.6646)
x: torch.Size([128, 68]), edge_index: torch.Size([2, 123]) edge_attr:  torch.Size([123, 1]) y:  tensor(17856.7148)
x: torch.Size([168, 68]), edge_index: torch.Size([2, 108]) edge_attr:  torch.Size([108, 1]) y:  tensor(15.1144)
x: torch.Size([108, 68]), edge_index: torch.Size([2, 124]) edge_attr:  torch.Size([124, 1]) y:  tensor(49058.0273)
x: torch.Size([168, 68]), edge_index: torch.Size([2, 124]) edge_attr:  torch.Size([124, 1]) y:  tensor(77.4705)
x: torch.Size([128, 68]), edge_index: torch.Size([2, 125]) edge_attr:  torch.Size([125, 1]) y:  tensor(14.6851)
x: torch.Size([108, 68]), edge_index: torch.Size([2, 97]) edge_attr:  torch.Size([97, 1]) y:  tensor(146.0266)
x: torch.Size([148, 68]), edge_index: torch.Size([2, 122]) edge_attr:  torch.Size([122, 1]) y:  tensor(41638.2695)
x: torch.Size([128, 68]), edge_index: torch.Size([2, 108]) edge_attr:  torch.Size([108, 1]) y:  tensor(752.5058)
x: torch.Size([288, 68]), edge_index: torch.Size([2, 106]) edge_attr:  torch.Size([106, 1]) y:  tensor(1914.0139)
x: torch.Size([288, 68]), edge_index: torch.Size([2, 94]) edge_attr:  torch.Size([94, 1]) y:  tensor(14603.6777)
x: torch.Size([128, 68]), edge_index: torch.Size([2, 118]) edge_attr:  torch.Size([118, 1]) y:  tensor(49058.0273)
x: torch.Size([128, 68]), edge_index: torch.Size([2, 133]) edge_attr:  torch.Size([133, 1]) y:  tensor(2600.5908)
x: torch.Size([288, 68]), edge_index: torch.Size([2, 112]) edge_attr:  torch.Size([112, 1]) y:  tensor(12265.6914)
x: torch.Size([168, 68]), edge_index: torch.Size([2, 116]) edge_attr:  torch.Size([116, 1]) y:  tensor(13047.7441)
x: torch.Size([288, 68]), edge_index: torch.Size([2, 109]) edge_attr:  torch.Size([109, 1]) y:  tensor(18201.5723)
x: torch.Size([108, 68]), edge_index: torch.Size([2, 119]) edge_attr:  torch.Size([119, 1]) y:  tensor(11797.2646)
x: torch.Size([168, 68]), edge_index: torch.Size([2, 137]) edge_attr:  torch.Size([137, 1]) y:  tensor(162.6557)
x: torch.Size([288, 68]), edge_index: torch.Size([2, 123]) edge_attr:  torch.Size([123, 1]) y:  tensor(11788.3164)
x: torch.Size([288, 68]), edge_index: torch.Size([2, 106]) edge_attr:  torch.Size([106, 1]) y:  tensor(13438.9053)
x: torch.Size([288, 68]), edge_index: torch.Size([2, 134]) edge_attr:  torch.Size([134, 1]) y:  tensor(11828.4824)
x: torch.Size([168, 68]), edge_index: torch.Size([2, 148]) edge_attr:  torch.Size([148, 1]) y:  tensor(49058.0273)
x: torch.Size([108, 68]), edge_index: torch.Size([2, 91]) edge_attr:  torch.Size([91, 1]) y:  tensor(9257.2275)
x: torch.Size([148, 68]), edge_index: torch.Size([2, 106]) edge_attr:  torch.Size([106, 1]) y:  tensor(543.4332)
x: torch.Size([148, 68]), edge_index: torch.Size([2, 120]) edge_attr:  torch.Size([120, 1]) y:  tensor(11509.0576)
x: torch.Size([148, 68]), edge_index: torch.Size([2, 115]) edge_attr:  torch.Size([115, 1]) y:  tensor(49058.0273)
x: torch.Size([148, 68]), edge_index: torch.Size([2, 122]) edge_attr:  torch.Size([122, 1]) y:  tensor(159.2530)
x: torch.Size([128, 68]), edge_index: torch.Size([2, 123]) edge_attr:  torch.Size([123, 1]) y:  tensor(5464.6328)
x: torch.Size([148, 68]), edge_index: torch.Size([2, 125]) edge_attr:  torch.Size([125, 1]) y:  tensor(179.1597)
x: torch.Size([168, 68]), edge_index: torch.Size([2, 115]) edge_attr:  torch.Size([115, 1]) y:  tensor(96.6746)
x: torch.Size([108, 68]), edge_index: torch.Size([2, 126]) edge_attr:  torch.Size([126, 1]) y:  tensor(1175.1901)
x: torch.Size([288, 68]), edge_index: torch.Size([2, 116]) edge_attr:  torch.Size([116, 1]) y:  tensor(23125.3477)
x: torch.Size([128, 68]), edge_index: torch.Size([2, 127]) edge_attr:  torch.Size([127, 1]) y:  tensor(49058.0273)
x: torch.Size([128, 68]), edge_index: torch.Size([2, 121]) edge_attr:  torch.Size([121, 1]) y:  tensor(44815.2539)
                                                                                                                                                                                                                                                                          
Epoch 10: Train Loss = nan, Val Loss = nan
Epoch 20: Train Loss = nan, Val Loss = nan
Epoch 30: Train Loss = nan, Val Loss = nan
Epoch 40: Train Loss = nan, Val Loss = nan
Epoch 50: Train Loss = nan, Val Loss = nan
Epoch 60: Train Loss = nan, Val Loss = nan
Epoch 70: Train Loss = nan, Val Loss = nan
Epoch 80: Train Loss = nan, Val Loss = nan
Epoch 90: Train Loss = nan, Val Loss = nan
Epoch 100: Train Loss = nan, Val Loss = nan
Early stopping triggered.
